Entry	Entry Name	Gene Names	Length	EC number	Gene Ontology IDs
P0ACR2	YDHB_ECOLI	ydhB b1659 JW1651	310		GO:0000976; GO:0003700; GO:0006355
P0ACR4	YEIE_ECOLI	yeiE b2157 JW2144	293		GO:0000976; GO:0003700; GO:0006351; GO:0006355
P0ACR7	YFER_ECOLI	yfeR b2409 JW2400	308		GO:0003677; GO:0003700; GO:0005829; GO:0006355
P0ACU7	YJDC_ECOLI	yjdC cutA3 b4135 JW5733	191		GO:0003677
P0ACX0	YDGC_ECOLI	ydgC b1607 JW1599	111		GO:0005886
P0ACX9	YDIE_ECOLI	ydiE b1705 JW1695	63		GO:0042803
P0ACY3	YEAG_ECOLI	yeaG b1783 JW1772	644		GO:0004672; GO:0006995
P0ACY6	YEAL_ECOLI	yeaL b1789 JW1778	148		GO:0005886
P0ACY9	YEBG_ECOLI	yebG b1848 JW1837	96		GO:0005829; GO:0006281; GO:0009432; GO:0010165
P0AD12	YEEZ_ECOLI	yeeZ b2016 JW1998	274		GO:0005524; GO:0005829
P0AD17	YOHC_ECOLI	yohC b2135 JW5356	195		GO:0005886; GO:0006974
P0AD19	YOHK_ECOLI	yohK b2142 JW2130	231		GO:0005886
P0AD24	YEJL_ECOLI	yejL b2187 JW2175	75		GO:0005829
P0AD27	YEJM_ECOLI	yejM yejN b2188 JW2176	586		GO:0005886; GO:0008484
P0AD30	YFCA_ECOLI	yfcA b2327 JW2324	269		GO:0005886; GO:0009408
P0AD35	YFDO_ECOLI	yfdO oweS b2358 JW2355	122		GO:0006979
P0AD47	YPHA_ECOLI	yphA b2543 JW2527	140		GO:0005886
P0AD72	LPF_ECOLI	pheL pheAE b2598 JW2579	15		
P0AD79	LPL_ECOLI	leuL leuLP b0075 JW0074	28		GO:0009098
P0AD83	LPPY_ECOLI	pyrL b4246 JW4205	44		GO:0006221; GO:0019856; GO:0031555
P0AD86	LPT_ECOLI	thrL b0001 JW4367	21		GO:0009088; GO:0031555; GO:0031556
P0AD92	LPW_ECOLI	trpL trpEE b1265 JW1257	14		GO:0000162; GO:0090357
P0ADA5	YAJG_ECOLI	yajG b0434 JW0424	192		GO:0005886
P0ADA7	OSMB_ECOLI	osmB b1283 JW1275	72		GO:0005886; GO:0006970; GO:0019867
P0ADB1	OSME_ECOLI	osmE anr b1739 JW1728	112		GO:0005886; GO:0006970; GO:0019867
P0ADD7	YJJQ_ECOLI	yjjQ b4365 JW4329	241		GO:0003677; GO:0006355; GO:0051595
P0ADE2	YTFK_ECOLI	ytfK b4217 JW5749	68		GO:0006979; GO:0015968; GO:0016036
P0ADF3	LPRH_ECOLI	rhoL b3782 JW3755	33		GO:0031555
P0ADI7	YECD_ECOLI	yecD b1867 JW5307	188	3.-.-.-	GO:0005829; GO:0016787
P0ADI9	YHHN_ECOLI	yhhN b3468 JW3433	208		GO:0005886; GO:0016020; GO:0016787
P0ADJ3	YHJR_ECOLI	yhjR b3535 JW3503	62		GO:0090540
P0ADJ5	BCSF_ECOLI	bcsF yhjT b3537 JW5663	63		GO:0005886; GO:0030244
P0ADJ8	YIAA_ECOLI	yiaA b3562 JW3534	145		GO:0005886; GO:0006974
P0ADK4	YIAW_ECOLI	yiaW b3587 JW3559	107		GO:0005886
P0ADK6	YIBA_ECOLI	yibA b3594 JW3568	280		GO:0006974; GO:0009314; GO:0016491; GO:0046677
P0ADL6	YIDG_ECOLI	yidG b3675 JW3651	120		GO:0005886
P0ADM0	YIDH_ECOLI	yidH b3676 JW3652	115		GO:0005886; GO:0006979
P0ADM4	YIDQ_ECOLI	yidQ b3688 JW5633	110		GO:0006974; GO:0009279
P0ADM8	YIEE_ECOLI	yieE b3712 JW3690	249		GO:0000287; GO:0005829; GO:0008897; GO:0019878
P0ADN6	YIFL_ECOLI	yifL b4558 JW3781	67		GO:0005886
P0ADQ5	YIIE_ECOLI	yiiE b3889 JW5929	72		GO:0006355; GO:0043565
P0ADR0	YQAA_ECOLI	yqaA b2689 JW2664	142		GO:0005886; GO:0071978
P0ADR2	YGDD_ECOLI	ygdD b2807 JW2778	131		GO:0005886
P0ADS6	YGGE_ECOLI	yggE b2922 JW2889	246		GO:0006974; GO:0034605; GO:0034614
P0ADT2	YGIB_ECOLI	ygiB b3037 JW5927	223		GO:0009279; GO:0044010
P0ADT8	YGIM_ECOLI	ygiM b3055 JW3027	206		GO:0005829; GO:0005886
P0ADX7	YHHA_ECOLI	yhhA b3448 JW3413	146		
P0AE14	AMPE_ECOLI	ampE b0111 JW0107	284		GO:0005886; GO:0046677
P0AE28	AROM_ECOLI	aroM b0390 JW0381	225		GO:0016855
P0AE42	YQAE_ECOLI	yqaE b2666 JW2641	52		GO:0005886; GO:0046677
P0AE48	YTFP_ECOLI	ytfP b4222 JW4181	113		GO:0005829; GO:0061929
P0AE58	CAIF_ECOLI	caiF b0034 JW0033	131		GO:0003700; GO:0006351; GO:0006355; GO:0009437
P0AE63	CHAB_ECOLI	chaB b1217 JW1208	76		
P0AE74	CITT_ECOLI	citT ybdS b0612 JW0604	487		GO:0005886; GO:0015297
P0AE78	CORC_ECOLI	corC ybeX b0658 JW0655	292		GO:0005886; GO:0050660
P0AE91	CREA_ECOLI	creA yjjD b4397 JW4360	157		GO:0005829
P0AEB7	YOAB_ECOLI	yoaB b1809 JW5295	114		GO:0005829; GO:0044010
P0AEC0	YOAE_ECOLI	yoaE b1816 JW1805	518		GO:0005886; GO:0050660
P0AEH3	ELAA_ECOLI	elaA yfbC b2267 JW2262	153		GO:0004343; GO:0005793; GO:0006048; GO:0048029
P0AEH8	YJIG_ECOLI	yjiG b4329 JW4292	153		GO:0005886
P0AEL8	FIMZ_ECOLI	fimZ ybcA b0535 JW5073	210		GO:0000160; GO:0003677; GO:0005737; GO:0006355
P0AEQ1	GLCG_ECOLI	glcG yghC b2977 JW2944	134		
P0AET5	HDED_ECOLI	hdeD yhiA b3511 JW3479	190		GO:0005886; GO:0009268
P0AEV4	HYCA_ECOLI	hycA hevA b2725 JW2695	153		
P0AEV7	HYCH_ECOLI	hycH hevH b2718 JW2688	136		GO:0065003
P0AEY1	MARC_ECOLI	marC ydeB ydeC b1529 JW1522	221		GO:0005886
P0AF43	YJBB_ECOLI	yjbB b4020 JW3980	543		GO:0005315; GO:0005436; GO:0005886; GO:0035435; GO:0044341
P0AF45	YJBE_ECOLI	yjbE b4026 JW3986	80		GO:0044010; GO:0045226
P0AF54	YJCH_ECOLI	yjcH b4068 JW4029	104		GO:0005886
P0AF78	YJFJ_ECOLI	yjfJ b4182 JW4140	232		GO:0042802
P0AF80	YJFL_ECOLI	yjfL b4184 JW4142	132		GO:0005886
P0AF82	YJFN_ECOLI	yjfN b4188 JW5742	91		GO:0042597; GO:0061133
P0AFI9	PERM_ECOLI	perM yfgO b2493 JW2478	353		GO:0005886; GO:0055085
P0AFJ1	YJDM_ECOLI	yjdM phnA b4108 JW4069	111		GO:0005829
P0AFN6	YADH_ECOLI	yadH b0128 JW0124	256		GO:0005886; GO:0043190; GO:0140359
P0AFP0	YADS_ECOLI	yadS b0157 JW0153	207		GO:0005886
P0AFP4	YBBO_ECOLI	ybbO b0493 JW0482	269	1.-.-.-	GO:0008106; GO:0008202; GO:0016491
P0AFR0	RSSA_ECOLI	rssA ychK b1234 JW1222	301		GO:0004622; GO:0016042; GO:0046470
P0AFR4	YCIO_ECOLI	yciO b1267 JW5196	206		GO:0003725; GO:0005829
P0AFS7	YDIK_ECOLI	ydiK b1688 JW1678	370		GO:0005886
P0AFU2	YFBS_ECOLI	yfbS b2292 JW2289	610		GO:0005886; GO:0006813; GO:0008324
P0AFV0	YIBH_ECOLI	yibH b3597 JW3571	378		GO:0005886; GO:0006974; GO:0055085
P0AFW8	ROF_ECOLI	rof yaeO b0189 JW0184	84		GO:0031554; GO:0031564
P0AFY2	SANA_ECOLI	sanA yeiF b2144 JW2132	239		GO:0005886; GO:0009410
P0AFZ1	SSEB_ECOLI	sseB b2522 JW5404	258		
P0AG27	YIBN_ECOLI	yibN b3611 JW3586	143		GO:0005829
P0AG71	RMUC_ECOLI	rmuC yigN b3832 JW3809	475		GO:0006310
P0AGC7	SMP_ECOLI	ytjB smp b4387 JW4350	214		GO:0005886
P0AGH1	YHHJ_ECOLI	yhhJ b3485 JW5677	374		GO:0005886; GO:0140359
P0AGJ5	YFIF_ECOLI	yfiF b2581 JW2565	345	2.1.1.-	GO:0003723; GO:0005829; GO:0006396; GO:0008173
P0AGM0	YHHT_ECOLI	yhhT b3474 JW5680	349		GO:0005886; GO:0055085
P0AGM2	YICG_ECOLI	yicG b3646 JW3621	205		GO:0005886
P0AGM5	SIRB1_ECOLI	ychA sirB1 b1214 JW1205	269		
P0CB62	YMIA_ECOLI	ymiA b4522 JW1267.1	46		GO:0005886
P0CE49	INSH1_ECOLI	insH1 b0259 JW0250	326		GO:0003677; GO:0004803; GO:0006313
P0CE50	INSH2_ECOLI	insH2 b0552 JW0540	326		GO:0003677; GO:0004803; GO:0006313
P0CE51	INSH3_ECOLI	insH3 b0656 JW0652	326		GO:0003677; GO:0004803; GO:0006313
P0CE52	INSH4_ECOLI	insH4 b1331 JW1324	326		GO:0003677; GO:0004803; GO:0006313
P0CE53	INSH6_ECOLI	insH6 b1994 JW1972	326		GO:0003677; GO:0004803; GO:0006313
P0CE54	INSH7_ECOLI	insH7 b2030 JW2014	326		GO:0003677; GO:0004803; GO:0006313
P0CE55	INSH8_ECOLI	insH8 b2192 JW2179	326		GO:0003677; GO:0004803; GO:0006313
P0CE56	INSH9_ECOLI	insH9 b2982 JW2949	326		GO:0003677; GO:0004803; GO:0006313
P0CE57	INH10_ECOLI	insH10 b3218 JW3185	326		GO:0003677; GO:0004803; GO:0006313
P0CE58	INH11_ECOLI	insH11 b3505 JW3472	326		GO:0003677; GO:0004803; GO:0006313
P0CF07	INSA1_ECOLI	insA1 b0022 JW0021	91		GO:0006313
P0CF08	INSA2_ECOLI	insA2 b0265 JW0257	91		GO:0006313
P0CF09	INSA3_ECOLI	insA3 b0275 JW0269	91		GO:0006313
P0CF10	INSA4_ECOLI	insA4 b4516 JW0971	91		GO:0006313
P0CF11	INSA5_ECOLI	insA5 b1894	91		GO:0006313
P0CF12	INSA6_ECOLI	insA6 b3444 JW3408	91		GO:0006313
P0CF25	INSB1_ECOLI	insB1 b0021 JW0020	167		GO:0003677; GO:0004803; GO:0006313
P0CF26	INSB2_ECOLI	insB2 b0264 JW0256	167		GO:0003677; GO:0004803; GO:0006313
P0CF27	INSB3_ECOLI	insB3 b0274 JW0268	167		GO:0003677; GO:0004803; GO:0006313
P0CF28	INSB5_ECOLI	insB5 b1893	167		GO:0003677; GO:0004803; GO:0006313
P0CF29	INSB6_ECOLI	insB6 b3445 JW3409	167		GO:0003677; GO:0004803; GO:0006313
P0CF40	INSC1_ECOLI	insC1 b0360 JW0351	121		GO:0003677; GO:0004803; GO:0006313
P0CF41	INSC2_ECOLI	insC2 b1403 JW1400	121		GO:0003677; GO:0004803; GO:0006313
P0CF42	INSC3_ECOLI	insC3 b1997 JW1978	121		GO:0003677; GO:0004803; GO:0006313
P0CF43	INSC4_ECOLI	insC4 b2861 JW2829	121		GO:0003677; GO:0004803; GO:0006313
P0CF44	INSC5_ECOLI	insC5 b3044 JW3012	121		GO:0003677; GO:0004803; GO:0006313
P0CF45	INSC6_ECOLI	insC6 b4272 JW4229	121		GO:0003677; GO:0004803; GO:0006313
P0CF53	INSD1_ECOLI	insD1 b0361 JW0352	301		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF54	INSD2_ECOLI	insD2 b1402 JW1397	301		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF55	INSD3_ECOLI	insD3 b1996 JW1975	301		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF56	INSD4_ECOLI	insD4 b2860 JW2826	301		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF57	INSD5_ECOLI	insD5 b3045 JW3013	301		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF58	INSD6_ECOLI	insD6 b4273 JW4230	301		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF60	INSD8_ECOLI	insD8 b1578 JW1570	218		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF66	INSE1_ECOLI	insE1 b0298 JW5036	99		GO:0003677; GO:0004803; GO:0006313
P0CF67	INSE2_ECOLI	insE2 b0373 JW5050	99		GO:0003677; GO:0004803; GO:0006313
P0CF68	INSE3_ECOLI	insE3 b0540 JW5074	99		GO:0003677; GO:0004803; GO:0006313
P0CF69	INSE4_ECOLI	insE4 b1027 JW5144	99		GO:0003677; GO:0004803; GO:0006313
P0CF70	INSE5_ECOLI	insE5 b2088 JW5341	99		GO:0003677; GO:0004803; GO:0006313
P0CF79	INSF1_ECOLI	insF1 b0299 JW0293	288		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF80	INSF2_ECOLI	insF2 b0372 JW0363	288		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF81	INSF3_ECOLI	insF3 b0541 JW0529	288		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF82	INSF4_ECOLI	insF4 b1026 JW1012	288		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF83	INSF5_ECOLI	insF5 b2089 JW2073	288		GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF86	YFJU_ECOLI	yfjU b2638	104		GO:0016491; GO:0046685
P0CF89	INSI3_ECOLI	insI3 b1404 JW1401	383		GO:0003677; GO:0004803; GO:0006313; GO:0015074; GO:0032196
P0CF90	INSI4_ECOLI	insI4 b4284 JW4244	383		GO:0003677; GO:0004803; GO:0006313; GO:0015074; GO:0032196
P0CF91	INSL1_ECOLI	insL1 b0016 JW0015	370		GO:0003677; GO:0004803; GO:0006313
P0CF92	INSL2_ECOLI	insL2 b0582 JW0572	370		GO:0003677; GO:0004803; GO:0006313
P0CF93	INSL3_ECOLI	insL3 b2394 JW5390	370		GO:0003677; GO:0004803; GO:0006313
P0DP22	YJIQ_ECOLI	yjiQ rpnD b4339 JW4302	186		
P0DP63	YBEH_ECOLI	ybeH b4581 JW0620 b0625	75		
P0DP64	YBEM_ECOLI	ybeM b4581 JW0621 b0626	187		GO:0006807
P0DP69	PHNE1_ECOLI	phnE1 b4104 JW4065	206		GO:0005886; GO:0015716; GO:0055085
P0DPC4	YTIC_ECOLI	ytiC ytiB b4720	33		GO:0005886
P0DPC5	YTID_ECOLI	ytiD b4721	47		
P0DPC6	IDLP_ECOLI	idlP orf27 b4722	27		GO:0006417
P0DPC7	RSED_ECOLI	rseD orf51 b4725	51		GO:0006417
P0DPD0	LDRA_ECOLI	ldrA b4419 JW5957	35		GO:0005886
P0DPD1	LDRC_ECOLI	ldrC b4423 JW5959	35		GO:0005886
P0DPO8	YNFT_ECOLI	ynfT ynfQ b4748	37		GO:0005886
P0DPP2	YOAL_ECOLI	yoaL b4751	52		
P0DQD7	GNDA_ECOLI	gndA	54		GO:0005886; GO:0016020; GO:0034605
P0DSE4	ARGL_ECOLI	argL b4766	31		GO:0006417
P0DSG0	PSSL_ECOLI	pssL b4782	13		
P0DSH2	BAXL_ECOLI	baxL b4794	8		GO:0006417
P0DSH3	YIBX_ECOLI	yibX b4795	80		
P0DUM3	TIMP_ECOLI	timP b4812	41		GO:0005886
P11286	YIAB_ECOLI	yiaB b3563 JW5654	113		GO:0005886; GO:0006974
P11290	YIBD_ECOLI	yibD b3615 JW3590	344	2.4.-.-	GO:0015020; GO:0016020; GO:0016036
P11291	YZCX_ECOLI	yzcX cyaX b3808 JW3780	161		GO:0009279
P11447	ARLY_ECOLI	argH b3960 JW3932	457	4.3.2.1	GO:0004056; GO:0005829; GO:0042450
P11663	FUME_ECOLI	fumE yggD b2929 JW2896	169	4.2.1.2	GO:0004333
P11664	YGGC_ECOLI	yggC b2928 JW2895	237		GO:0005524; GO:0016301; GO:0016310
P11866	TDCR_ECOLI	tdcR b3119 JW5525	72		GO:0003677; GO:0045893
P12994	YBHB_ECOLI	ybhB b0773 JW0756	158		GO:0005737
P15081	GUTM_ECOLI	gutM srlM b2706 JW2675	119		GO:0003677; GO:0006355; GO:0009401
P15082	SRLR_ECOLI	srlR gutR b2707 JW2676	257		GO:0003677; GO:0003700; GO:0009401; GO:0045892
P15286	FLK_ECOLI	flk div b2321 JW2318	331		GO:0005886; GO:0010468
P16681	YJDN_ECOLI	yjdN phnB b4107 JW4068	147		
P16684	PHNF_ECOLI	phnF b4102 JW4063	241		GO:0003677; GO:0003700; GO:0015716; GO:0045892
P16916	RHSA_ECOLI	rhsA b3593 JW3566	1377		
P16917	RHSB_ECOLI	rhsB b3482 JW5679	1411		
P16918	RHSC_ECOLI	rhsC b0700 JW0689	1397		
P16919	RHSD_ECOLI	rhsD b0497 JW0486	1426		GO:0010438
P18390	YJJA_ECOLI	yjjA b4360 JW5795	164		GO:0005829
P19767	INSA7_ECOLI	insA7 b4294 JW4254	91		GO:0006313
P19931	HYAE_ECOLI	hyaE b0976 JW0958	132		GO:0005048
P19932	HYAF_ECOLI	hyaF b0977 JW0959	285		
P21361	YCIG_ECOLI	yciG b1259 JW1251	59		GO:0071978
P21362	YCIF_ECOLI	yciF b1258 JW1250	166		GO:0006974; GO:0042803
P21365	YCIC_ECOLI	yciC b1255 JW1247	247		GO:0005886
P21420	NMPC_ECOLI	nmpC phmA b0553	365		GO:0009279; GO:0015288; GO:0034220; GO:0046930
P21503	YCAD_ECOLI	ycaD b0898 JW0881	382		GO:0005886; GO:0022857
P22787	YIFB_ECOLI	yifB b3765 JW3738	506		GO:0004176; GO:0005524; GO:0016887
P23325	ARPA_ECOLI	arpA arp yjaC b4017 JW3977	728		
P23481	HYFA_ECOLI	hyfA yffE b2481 JW2466	205	1.-.-.-	GO:0016491; GO:0046872; GO:0051539
P23840	DIND_ECOLI	dinD orfY pcsA yicD b3645 JW3620	274		GO:0006974; GO:0009432
P24178	YFFB_ECOLI	yffB b2471 JW2455	118		GO:0005829
P24211	RHSE_ECOLI	rhsE b1456 JW1451	682		
P25531	YICR_ECOLI	yicR b3638 JW5643	222		GO:0006508; GO:0008237; GO:0046872
P25550	ASLB_ECOLI	aslB atsB b3800 JW5594	411		GO:0016491; GO:0046872; GO:0051539; GO:0051604
P25738	MSYB_ECOLI	msyB b1051 JW1039	124		GO:0005829
P25742	RFAQ_ECOLI	rfaQ waaQ b3632 JW3607	344	2.-.-.-	GO:0005829; GO:0008713; GO:0009244; GO:0071967
P25743	YCHE_ECOLI	ychE b1242 JW1229	215		GO:0005886
P25747	YEIB_ECOLI	yeiB b2152 JW2139	385		GO:0005886
P26608	FLIS_ECOLI	fliS b1925 JW1910	136		GO:0005829; GO:0044780; GO:0071973
P27126	RFAS_ECOLI	rfaS b3629 JW3604	311		GO:0005886; GO:0009244
P27241	RFAZ_ECOLI	rfaZ b3624 JW3599	283		GO:0005886; GO:0009244
P27294	INAA_ECOLI	inaA yfaG b2237 JW2231	216		GO:0005886
P27297	BAX_ECOLI	bax b3570 JW5653	274		GO:0004040; GO:0005524
P27375	YJAZ_ECOLI	yjaZ htrC b3989 JW3952	179		
P27837	YIFK_ECOLI	yifK b3795 JW5595	461		GO:0005886; GO:0006865; GO:0055085
P27843	YIGG_ECOLI	yigG b3818 JW5590	126		GO:0005886
P27844	RARD_ECOLI	rarD b3819 JW5589	296		GO:0005886; GO:0016020
P27862	YIGZ_ECOLI	yigZ b3848 JW5577	204		GO:0006446
P28303	DINF_ECOLI	dinF b4044 JW4004	459		GO:0005886; GO:0015297; GO:0042910
P28369	RFH_ECOLI	prfH b0236 JW0226	166		GO:0003747
P28697	MBIA_ECOLI	mbiA htgA htpY b0012 JW5001	161		
P28721	GLTF_ECOLI	gltF b3214 JW3181	254		GO:0005886; GO:0030288
P28722	YHCA_ECOLI	yhcA b3215 JW3182	224		GO:0030288; GO:0071555
P28912	YHHI_ECOLI	yhhI b3484 JW3451	378		GO:0003677; GO:0004803; GO:0006313
P28916	YBFD_ECOLI	ybfD b0706 JW0696	253		GO:0003677; GO:0004803; GO:0006313
P28917	YDCC_ECOLI	ydcC b1460 JW1455	378		GO:0003677; GO:0004803; GO:0006313
P29217	YCEH_ECOLI	yceH b1067 JW1054	215		GO:0005829
P29744	FLGL_ECOLI	flgL flaT flaU b1083 JW1070	317		GO:0005198; GO:0005576; GO:0009424; GO:0071973
P30143	YAAJ_ECOLI	yaaJ b0007 JW0006	476		GO:0005283; GO:0005886
P30149	YABI_ECOLI	yabI b0065 JW5005	254		GO:0005886; GO:0010212; GO:0043093
P30177	YBIB_ECOLI	ybiB b0800 JW0785	320		GO:0000162; GO:0003677; GO:0003723; GO:0004048; GO:0005829; GO:0042803
P30192	INSZ_ECOLI	insZ ychG b4573 JW1227/JW5883 b1239/b1240	299		GO:0003677; GO:0004803; GO:0006313
P30852	SMF_ECOLI	smf b4473 JW5708	374		GO:0009294
P30864	YAFC_ECOLI	yafC b0208 JW0198	304		GO:0000976; GO:0003700; GO:0006355; GO:0010212
P30979	YBEF_ECOLI	ybeF b0629 JW0624	317		GO:0003677; GO:0003700; GO:0006355
P31061	NOHA_ECOLI	nohA nohQ b1548 JW1541	189		
P31064	YEDE_ECOLI	yedE b1929 JW1914	401		GO:0005886
P31130	YDEI_ECOLI	ydeI b1536 JW1529	130		GO:0044011; GO:0070301
P31131	YDEJ_ECOLI	ydeJ b1537 JW1530	172		
P31435	YICJ_ECOLI	yicJ b3657 JW5939	460		GO:0005886; GO:0006814; GO:0008643; GO:0015293; GO:0071702
P31437	YICL_ECOLI	yicL b3660 JW3634	307		GO:0005886
P31446	YIDI_ECOLI	yidI b3677 JW3653	149		GO:0005886
P31447	YIDJ_ECOLI	yidJ b3678 JW3654	497	3.1.6.-	GO:0004065; GO:0046872
P31448	YIDK_ECOLI	yidK b3679 JW3655	571		GO:0005412; GO:0005886
P31449	YIDL_ECOLI	yidL b3680 JW3656	297		GO:0003700; GO:0043565
P31450	GLVG_ECOLI	glvG b4556 b3681	212		GO:0004553; GO:0005975; GO:0016616; GO:0046872
P31453	YIDP_ECOLI	yidP b3684 JW3661	238		GO:0003677; GO:0003700; GO:0045892
P31456	CBRA_ECOLI	cbrA yidS b3690 JW5631	354		GO:0030153; GO:0050660; GO:0071949
P31468	CBRB_ECOLI	cbrB yieI b3716 JW3694	155		GO:0005886
P31469	CBRC_ECOLI	cbrC yieJ b3717 JW3695	195		GO:0030153
P31470	YIEK_ECOLI	yieK b3718 JW5613	240		GO:0004342; GO:0005737; GO:0005829; GO:0005975; GO:0006043; GO:0006046; GO:0019262; GO:0042802
P31471	YIEL_ECOLI	yieL b3719 JW5612	389		GO:0004553; GO:0005975; GO:0016747
P31475	YIEP_ECOLI	yieP b3755 JW5608	230		GO:0003677; GO:0003700; GO:0005829
P31666	YADE_ECOLI	yadE b0130 JW0126	409		GO:0005975; GO:0016810
P31679	YAAU_ECOLI	yaaU yabE b0045 JW0044	443		GO:0005886; GO:0006979; GO:0022857
P31808	YCIK_ECOLI	yciK b1271 JW1263	252	1.-.-.-	GO:0016491
P31827	YDDB_ECOLI	yddB b1495 JW1490	790		GO:0009279
P32051	YDEK_ECOLI	ydeK orfT b1510 JW1503	1325		GO:0005886
P32057	WCAI_ECOLI	wcaI yefD b2050 JW2035	407		GO:0009103; GO:0009242; GO:0016757; GO:0045228; GO:0046920
P32135	YIHN_ECOLI	yihN b3874 JW3845	421		GO:0005886; GO:0022857
P32139	YIHR_ECOLI	yihR b3879 JW3850	308		GO:0004034; GO:0006006; GO:0030246; GO:0033499; GO:0044010; GO:1902777
P32153	FRVX_ECOLI	frvX yiiI b3898 JW3869	356	3.4.11.-	GO:0004177; GO:0006508; GO:0008237; GO:0046872
P32674	GRE1_ECOLI	pflD yijL b3951 JW3923	765	4.2.1.-	GO:0005829; GO:0016829
P32677	YIJO_ECOLI	yijO b3954 JW3926	283		GO:0003700; GO:0043565
P32687	YJBF_ECOLI	yjbF b4027 JW5711	212		GO:0005886; GO:0045226
P32689	YJBH_ECOLI	yjbH b4029 JW3989	698		GO:0005886; GO:0045226
P32703	YJCE_ECOLI	yjcE b4065 JW4026	549		GO:0005886; GO:0015385; GO:0015386; GO:0051453; GO:0071805; GO:0098719
P32709	NRFD_ECOLI	nrfD yjcK b4073 JW4034	318		GO:0005886
P32712	NRFG_ECOLI	nrfG yjcN b4076 JW4037	198		
P33011	YEEA_ECOLI	yeeA b2008 JW1990	352		GO:0005886; GO:0022857
P33020	YEII_ECOLI	yeiI b2160 JW2147	362	2.7.1.-	GO:0016301; GO:0016310
P33029	YEIQ_ECOLI	yeiQ b2172 JW2160	488	1.-.-.-	GO:0016616; GO:0019594
P33218	YEBE_ECOLI	yebE b1846 JW1835	219		GO:0005886
P33235	FLGK_ECOLI	flgK flaS flaW b1082 JW1069	547		GO:0005198; GO:0005576; GO:0009424; GO:0044780
P33236	MOKC_ECOLI	mokC gefL b0018 JW5879	69		GO:0005886
P33345	YEHF_ECOLI	yehF dinO molR sosF b2115 b2116/b2117 b4499	274		
P33348	YEHL_ECOLI	yehL b2119 JW5349	362		GO:0005524; GO:0016887
P33349	YEHM_ECOLI	yehM yehN yehO b2120 JW2108	759		GO:0005829
P33353	YEHQ_ECOLI	yehQ b2122 JW2110	614		GO:0005829; GO:0008270
P33354	YEHR_ECOLI	yehR b2123 JW5351	153		GO:0005886
P33366	YOHD_ECOLI	yohD b2136 JW2124	192		GO:0005886; GO:0043093
P33368	YOHF_ECOLI	yohF yohE b2137 JW2125	253	1.-.-.-	GO:0016491
P33554	PPDA_ECOLI	ppdA b2826 JW2794	156		GO:0016020
P33634	YFIE_ECOLI	yfiE b2577 JW2561	293		GO:0000976; GO:0003700; GO:0006355
P33666	YDBA_ECOLI	ydbA b4492 JW5802/JW1402 b1401/b1405	852		GO:0005576
P33913	YEJA_ECOLI	yejA b2177 JW2165	604		GO:0006857; GO:0015833; GO:0016020; GO:0030288; GO:0042884; GO:0055052; GO:1904680
P33924	YEJO_ECOLI	yejO b2190 JW5839	863		GO:0009279
P33997	ALPA_ECOLI	alpA alp b2624 JW2604	70		GO:0003677; GO:0044010; GO:0045893
P34209	YDCF_ECOLI	ydcF b1414 JW1411	266		GO:0005886
P36547	EUTR_ECOLI	eutR yfeG b2437 JW2430	350		GO:0003700; GO:0043565; GO:0046336
P36554	MDTD_ECOLI	mdtD yegB b2077 JW2062	471		GO:0005886; GO:0022857; GO:0055085
P36645	HOFB_ECOLI	hofB hopB b0107 JW0103	461		GO:0005524; GO:0005886; GO:0016887
P36646	HOFC_ECOLI	hofC hopC yacD b0106 JW0102	400		GO:0005886; GO:0015628
P36881	YADI_ECOLI	yadI b0129 JW0125	146		GO:0005737; GO:0009401; GO:0016020; GO:0016301; GO:0016310
P36928	YEGD_ECOLI	yegD b2069 JW2054	450		GO:0005524; GO:0005829; GO:0016887; GO:0031072; GO:0042026; GO:0044183; GO:0051085; GO:0140662
P36930	GATR_ECOLI	gatR b4498 JW5340/JW2074 b2087/b2090	112		GO:0003677; GO:0003700
P36943	EAEH_ECOLI	eaeH b0297 JW0291	295		GO:0007155; GO:0009279
P37007	YAGA_ECOLI	yagA b0267 JW0260	384		GO:0003676; GO:0005829; GO:0015074
P37008	YAGB_ECOLI	yagB b0266 JW0259	116		GO:0051495
P37014	RPNE_ECOLI	yfaD b2244 JW2238	299		GO:0006310; GO:1990238
P37056	YAEF_ECOLI	yaeF yaeK b0193 JW5016	274	3.4.-.-	GO:0005886; GO:0006508; GO:0008234
P37057	OGRK_ECOLI	ogrK b2082 JW2067	72		
P37305	HOKA_ECOLI	hokA yiaZ b4455 JW3526	50		GO:0005886
